GENDER,AGE,AGE_GROUP,INVESTMENT,INCOME,ACTIVITY, YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION,label
F,44,41-50,98329,112332,0,25430.70,0.75,274,92.81,12,MI,Masters degree,1
M,36,31-40,83399,112278,2,26130.60,0.76,277,94.33,2,NC,Masters degree,0
F,48,41-50,90419,111569,5,26803.00,0.79,290,92.42,3,LA,Masters degree,0
F,37,31-40,117583,111488,1,25465.10,0.76,277,91.93,8,MI,Bachelors degree,1
M,44,41-50,99777,111195,2,26761.90,0.79,287,93.25,2,OK,Bachelors degree,0
M,50,,74235,110858,1,25252.50,0.75,274,92.16,11,CA,Bachelors degree,1
F,27,20-30,115942,110801,2,25096.30,0.75,275,91.26,15,ID,Masters degree,1
M,54,Above 50,100966,109641,2,25445.70,0.75,272,93.55,3,WI,Masters degree,0
M,46,41-50,74182,109567,3,25568.80,0.75,274,93.32,1,IL,Masters degree,0
F,55,Above 50,102633,109487,4,25326.00,0.78,284,89.18,4,ND,Bachelors degree,0
F,81,Above 50,105458,109213,3,25761.50,0.76,276,93.34,4,DC,Bachelors degree,0
F,47,41-50,88390,109150,2,24445.70,0.75,275,88.89,3,MO,Bachelors degree,0
M,65,Above 50,99046,109085,4,25326.60,0.76,276,91.76,4,DC,Masters degree,0
M,36,31-40,72981,109084,2,24349.20,0.74,271,89.85,5,VT,Bachelors degree,0
M,62,Above 50,118024,109031,3,25023.20,0.76,277,90.34,3,MS,Masters degree,0
F,49,41-50,118805,108630,2,25780.90,0.79,290,88.90,3,GA,Masters degree,0
M,75,Above 50,90162,108556,5,24673.80,0.76,278,88.75,4,NH,Bachelors degree,0
F,23,20-30,71493,108232,1,24889.40,0.76,277,89.85,10,MD,Masters degree,1
M,47,41-50,106347,108017,4,25198.80,0.77,281,89.68,2,WA,Masters degree,0
F,30,20-30,118831,107828,3,25351.30,0.75,274,92.52,12,PA,Bachelors degree,1
M,45,41-50,102676,107672,1,24722.80,0.75,272,90.89,6,ND,Bachelors degree,1
F,22,20-30,101903,107359,2,24562.00,0.75,273,89.97,2,OR,Masters degree,0
F,69,Above 50,90998,107160,1,25686.90,0.79,288,89.19,3,WI,Masters degree,0
F,60,Above 50,91867,107123,3,25617.00,0.79,289,88.64,5,VT,Bachelors degree,0
F,45,41-50,95907,106518,3,24407.80,0.76,277,88.11,2,KY,Bachelors degree,0
M,77,Above 50,86948,105857,5,24568.40,0.76,278,88.38,3,AK,Masters degree,0
M,32,31-40,116287,105719,3,24828.90,0.78,284,87.43,4,CA,Masters degree,0
F,41,,70201,105615,4,24155.70,0.76,279,86.58,3,WV,Masters degree,0
F,49,41-50,103117,105232,0,24874.80,0.76,277,89.80,4,WI,Masters degree,0
M,35,31-40,111720,104982,2,24406.00,0.76,277,88.11,4,SD,Bachelors degree,0
M,30,20-30,101347,104666,1,25754.30,0.79,288,89.42,2,SD,Bachelors degree,0
F,20,20-30,117860,104495,2,24364.70,0.76,276,88.28,2,SC,Masters degree,0
F,62,Above 50,105449,104321,2,24068.80,0.77,281,85.65,2,SD,Masters degree,0
F,53,Above 50,70086,104293,3,25088.40,0.75,273,91.90,2,MD,Bachelors degree,0
M,63,Above 50,107667,103614,2,24025.40,0.74,271,88.65,4,WV,Bachelors degree,0
F,73,Above 50,114853,102844,2,24352.10,0.75,274,88.88,3,MT,Masters degree,0
F,31,31-40,86896,102376,3,23404.50,0.75,275,85.11,1,VA,Bachelors degree,0
M,37,31-40,94398,102344,4,23838.90,0.76,278,85.75,4,MO,Bachelors degree,0
F,33,31-40,82263,102148,2,24302.90,0.79,287,84.68,3,CA,Bachelors degree,0
M,65,Above 50,109119,101364,5,24600.50,0.79,287,85.72,3,ME,Bachelors degree,0
M,39,31-40,116424,100754,4,24909.30,0.80,292,85.31,3,WY,Bachelors degree,0
M,35,31-40,119781,100029,2,23294.00,0.75,273,85.33,4,VT,Bachelors degree,0
M,47,41-50,79890,99819,3,22882.10,0.75,272,84.13,3,IN,Bachelors degree,0
M,38,31-40,105219,99660,2,25310.20,0.79,288,87.88,1,WV,Bachelors degree,0
M,33,31-40,83771,99474,2,23792.20,0.75,274,86.83,3,MS,Bachelors degree,0
F,45,41-50,112567,99407,5,24179.90,0.76,277,87.29,4,AL,Bachelors degree,0
F,43,41-50,109469,98920,2,23060.80,0.76,276,83.55,3,NJ,Bachelors degree,0
M,24,20-30,86546,98658,5,23897.80,0.75,274,87.22,1,MD,Masters degree,0
F,50,,100776,98050,1,24086.00,0.79,290,83.06,3,MI,Bachelors degree,0
F,50,,74025,97865,3,22658.30,0.75,273,83.00,2,ME,Masters degree,0
F,35,31-40,89438,97782,3,23245.90,0.76,279,83.32,3,PA,Bachelors degree,0
F,41,,73231,97631,2,22791.80,0.75,275,82.88,4,MN,Masters degree,0
M,48,41-50,105965,97598,0,22267.30,0.75,272,81.87,3,WI,Masters degree,0
F,48,41-50,94475,97417,2,21887.80,0.74,269,81.37,4,ID,Bachelors degree,0
F,57,Above 50,115139,97389,1,23289.00,0.76,277,84.08,7,ND,Bachelors degree,1
F,48,41-50,110236,97211,1,22338.80,0.75,275,81.23,3,NJ,Masters degree,0
M,77,Above 50,91315,96663,5,24242.10,0.78,284,85.36,4,VA,Bachelors degree,0
M,58,Above 50,91268,96293,2,21583.10,0.75,275,78.48,7,CA,Masters degree,1
M,78,Above 50,87890,96008,5,22741.80,0.76,276,82.40,5,AZ,Bachelors degree,0
M,28,20-30,71463,95714,5,24708.20,0.79,289,85.50,3,AK,Masters degree,0
F,60,Above 50,81781,95592,5,22030.60,0.75,273,80.70,3,OR,Bachelors degree,0
F,22,20-30,78200,95542,2,23169.80,0.76,277,83.65,9,MD,Bachelors degree,1
F,42,41-50,92864,95532,5,22752.50,0.76,276,82.44,3,IL,Masters degree,0
M,27,20-30,116186,95416,3,22714.80,0.76,277,82.00,2,WV,Bachelors degree,0
M,39,31-40,83877,95335,2,24183.10,0.79,287,84.26,4,ND,Bachelors degree,0
M,48,41-50,105837,95013,0,22054.60,0.76,277,79.62,11,ID,Masters degree,1
M,60,Above 50,81778,94916,1,22462.20,0.74,270,83.19,4,NM,Masters degree,0
M,55,Above 50,116344,94841,1,22305.00,0.75,272,82.00,4,VA,Bachelors degree,0
F,30,20-30,75803,94283,4,23348.00,0.79,290,80.51,4,VT,Bachelors degree,0
F,73,Above 50,86647,93630,1,22037.20,0.75,274,80.43,3,OR,Masters degree,0
M,36,31-40,92384,93380,4,22098.30,0.74,271,81.54,3,KS,Bachelors degree,0
M,64,Above 50,78373,93138,1,22432.30,0.76,278,80.69,4,TN,Masters degree,0
M,45,41-50,91049,92902,3,23023.90,0.79,289,79.67,6,WA,Masters degree,1
M,23,20-30,95599,92734,2,22519.80,0.75,273,82.49,3,WV,Bachelors degree,0
F,25,20-30,88600,92684,2,21215.70,0.75,274,77.43,15,MD,Masters degree,1
M,48,41-50,98564,92488,3,22754.00,0.75,275,82.74,4,WA,Bachelors degree,0
M,26,20-30,73722,92009,1,21705.70,0.76,278,78.08,3,IL,Masters degree,0
M,20,20-30,70912,91918,3,21984.20,0.75,272,80.82,3,AL,Bachelors degree,0
F,64,Above 50,75169,91911,2,21906.80,0.76,278,78.80,2,MO,Bachelors degree,0
F,38,31-40,111506,91839,2,22530.90,0.77,280,80.47,4,NJ,Bachelors degree,0
F,44,41-50,104898,91559,1,21844.10,0.74,271,80.61,8,OR,Bachelors degree,1
M,45,41-50,101118,91515,4,21589.40,0.75,273,79.08,4,NJ,Masters degree,0
M,51,Above 50,101125,91265,3,22018.40,0.76,276,79.78,3,CT,Masters degree,0
M,48,41-50,71644,91137,1,22608.30,0.80,293,77.16,2,WA,Masters degree,0
M,31,31-40,70986,91118,1,21424.20,0.75,272,78.77,6,PA,Bachelors degree,1
M,55,Above 50,72656,89440,4,19460.50,0.73,267,72.89,4,WV,Masters degree,0
M,52,Above 50,111445,89276,0,20576.20,0.78,284,72.45,4,OR,Masters degree,0
F,48,41-50,104782,89218,3,19415.80,0.74,271,71.65,3,OH,Bachelors degree,0
F,32,31-40,84468,88895,4,19299.00,0.74,269,71.74,4,WY,Bachelors degree,0
M,35,31-40,70479,88847,1,19710.00,0.73,268,73.54,1,LA,Masters degree,0
F,52,Above 50,107438,88618,1,20757.80,0.78,286,72.58,11,ID,Masters degree,1
M,71,Above 50,104031,88246,0,19068.40,0.74,271,70.36,4,CA,Masters degree,1
M,52,Above 50,94916,88234,5,18561.70,0.73,268,69.26,1,NE,Bachelors degree,0
F,26,20-30,80181,87019,4,20468.70,0.78,284,72.07,3,MS,Bachelors degree,0
F,35,31-40,116409,86831,0,18698.90,0.74,271,69.00,7,ID,Bachelors degree,1
F,35,31-40,105994,86434,4,18939.70,0.75,273,69.38,2,ME,Masters degree,0
F,52,Above 50,88504,86336,1,18595.30,0.73,266,69.91,2,ND,Masters degree,0
F,27,20-30,91215,86023,0,18607.90,0.74,271,68.66,13,PA,Masters degree,1
M,35,31-40,94752,85470,2,18773.10,0.74,270,69.53,2,SD,Bachelors degree,0
F,48,41-50,93451,85306,2,18569.50,0.74,270,68.78,3,IN,Masters degree,0
F,39,31-40,106219,85265,1,20305.30,0.78,283,71.75,1,NM,Masters degree,0
F,87,Above 50,83058,84948,2,19780.20,0.77,281,70.39,4,GA,Masters degree,0
F,39,31-40,107886,84710,1,18787.90,0.75,273,68.82,3,CT,Bachelors degree,0
M,61,Above 50,92078,84592,0,18347.00,0.73,266,68.97,3,VT,Masters degree,0
M,27,20-30,86850,84516,3,18472.20,0.74,269,68.67,4,CO,Bachelors degree,0
M,40,31-40,103989,84021,2,18641.60,0.75,272,68.54,9,WA,Bachelors degree,1
M,50,,85367,83840,2,18097.30,0.74,271,66.78,4,SC,Bachelors degree,0
F,68,Above 50,116829,83806,4,19491.20,0.79,289,67.44,2,IN,Masters degree,0
F,24,20-30,94519,83340,1,18096.60,0.73,268,67.52,8,ND,Bachelors degree,1
M,52,Above 50,100133,81280,2,17582.00,0.74,269,65.36,3,OR,Masters degree,0
F,45,41-50,109465,81067,0,17548.30,0.74,270,64.99,3,ND,Masters degree,1
F,83,Above 50,71878,80961,2,18176.30,0.74,270,67.32,1,GA,Bachelors degree,0
F,35,31-40,98573,80756,2,18208.60,0.78,284,64.11,5,FL,Masters degree,0
M,54,Above 50,114278,80292,2,19119.90,0.78,285,67.09,5,NH,Masters degree,0
M,46,41-50,98181,80166,2,18664.00,0.77,280,66.66,3,KS,Bachelors degree,0
F,37,31-40,97163,79917,3,17553.00,0.75,275,63.83,2,GA,Bachelors degree,0
F,43,41-50,94181,79803,3,18342.80,0.74,269,68.19,4,MO,Bachelors degree,0
F,55,Above 50,119073,79784,1,18673.90,0.78,284,65.75,2,NC,Bachelors degree,0
M,31,31-40,83195,79750,1,17453.30,0.73,268,65.12,12,PA,Masters degree,1
F,47,41-50,113616,79525,5,18181.30,0.78,284,64.02,10,CA,Bachelors degree,1
M,61,Above 50,103253,78762,3,19102.50,0.78,286,66.79,3,DE,Bachelors degree,0
M,52,Above 50,97635,78608,1,17476.90,0.75,273,64.02,3,KS,Masters degree,0
F,80,Above 50,88871,78318,3,16849.60,0.74,269,62.64,3,OR,Bachelors degree,0
M,32,31-40,88109,78290,4,18683.00,0.77,281,66.49,13,WA,Bachelors degree,1
M,53,Above 50,111921,78186,5,17929.50,0.77,282,63.58,1,PA,Bachelors degree,0
F,49,41-50,72666,78043,1,17498.70,0.74,271,64.57,2,DC,Bachelors degree,0
F,45,41-50,91023,78040,3,17129.80,0.73,267,64.16,2,CA,Bachelors degree,0
F,58,Above 50,106995,78002,2,17240.10,0.73,268,64.33,1,IA,Bachelors degree,0
F,45,41-50,10443,78000,1,16955.40,0.73,266,63.74,3,AK,Bachelors degree,0
M,55,Above 50,13947,77878,2,17258.00,0.75,272,63.45,3,WA,Associate degree,0
F,71,Above 50,87459,77802,0,17522.50,0.75,274,63.95,3,MA,Masters degree,0
F,71,Above 50,14273,77785,1,16865.40,0.75,274,61.55,4,NH,Bachelors degree,0
M,27,20-30,93708,77537,2,17131.90,0.74,269,63.69,15,MI,Masters degree,1
F,35,31-40,5096,77325,5,17977.30,0.75,275,65.37,2,ND,Bachelors degree,0
F,32,31-40,10712,77280,4,17909.50,0.75,273,65.60,4,DC,Associate degree,0
F,43,41-50,10415,77103,2,17736.20,0.74,270,65.69,4,NE,Associate degree,0
M,27,20-30,13695,76846,2,16842.70,0.73,268,62.85,2,MN,Associate degree,0
M,44,41-50,80576,76654,2,16576.90,0.75,274,60.50,4,NM,Masters degree,0
F,33,31-40,12545,76467,2,17985.40,0.78,284,63.33,3,SC,Bachelors degree,0
M,38,31-40,5539,76448,4,18074.00,0.77,281,64.32,1,OK,Bachelors degree,0
M,58,Above 50,8660,76435,5,17512.30,0.75,272,64.38,4,WA,Associate degree,0
F,66,Above 50,9039,76222,2,17858.50,0.77,281,63.55,4,MN,Associate degree,0
F,34,31-40,107977,76188,3,17898.50,0.78,285,62.80,2,SD,Masters degree,0
F,65,Above 50,12192,76117,3,16816.40,0.74,269,62.51,2,CA,Associate degree,0
F,39,31-40,11917,76005,4,16663.60,0.74,269,61.95,3,UT,Bachelors degree,0
F,21,20-30,12443,75879,4,17966.20,0.78,284,63.26,4,TX,Associate degree,0
F,68,Above 50,115912,75752,1,16700.50,0.74,269,62.08,2,IN,Masters degree,0
M,76,Above 50,10554,75672,2,16630.10,0.73,266,62.52,4,OR,Bachelors degree,0
M,47,41-50,118373,75627,2,16835.00,0.74,270,62.35,9,PA,Bachelors degree,1
M,49,41-50,7299,75481,4,18000.70,0.77,281,64.06,3,GA,Associate degree,0
M,54,Above 50,7539,75010,3,17720.00,0.78,286,61.96,5,ND,Bachelors degree,1
M,51,Above 50,83384,74595,2,18139.90,0.78,284,63.87,3,ME,Bachelors degree,0
M,52,Above 50,11731,74477,0,16873.40,0.75,274,61.58,8,OR,Associate degree,1
F,67,Above 50,5241,74351,5,16952.70,0.75,273,62.10,2,KY,Associate degree,0
F,62,Above 50,6996,74140,1,16306.80,0.73,266,61.30,3,ME,Associate degree,0
F,60,Above 50,13764,74110,4,16241.30,0.74,270,60.15,3,NM,Associate degree,0
F,33,31-40,10314,74033,3,16564.80,0.75,273,60.68,3,PA,Bachelors degree,0
M,44,41-50,85402,73856,2,17223.70,0.76,279,61.73,3,AL,Masters degree,0
F,43,41-50,8472,73657,2,16460.60,0.75,273,60.30,3,MT,Associate degree,0
F,53,Above 50,8080,73626,1,16452.10,0.74,271,60.71,3,NV,Associate degree,0
M,46,41-50,10113,73618,2,16456.70,0.74,270,60.95,12,ND,Associate degree,1
F,84,Above 50,105816,73583,2,16540.30,0.75,274,60.37,2,ID,Masters degree,0
M,46,41-50,8298,73301,2,16196.80,0.74,270,59.99,3,MD,Associate degree,0
M,39,31-40,82265,73216,3,17306.90,0.78,284,60.94,9,OR,Masters degree,1
M,39,31-40,78061,73158,1,16358.90,0.74,269,60.81,5,OR,Bachelors degree,1
F,27,20-30,6425,73051,4,16249.30,0.74,269,60.41,3,IL,Associate degree,0
F,21,20-30,12053,72713,1,16002.00,0.73,268,59.71,9,PA,Bachelors degree,1
M,41,,99855,72371,5,16871.70,0.78,286,58.99,3,KY,Bachelors degree,0
F,28,20-30,7873,72300,1,16350.20,0.74,269,60.78,11,ND,Bachelors degree,1
M,70,Above 50,104402,72113,4,16947.40,0.78,283,59.88,4,NE,Bachelors degree,0
M,71,Above 50,9346,72082,5,16574.90,0.75,272,60.94,2,CA,Bachelors degree,0
M,49,41-50,10737,71963,1,16181.30,0.74,270,59.93,5,WY,Associate degree,0
M,55,Above 50,81754,71795,4,17300.10,0.77,282,61.35,3,MS,Bachelors degree,0
M,21,20-30,8627,71745,0,15924.00,0.74,270,58.98,6,OR,Associate degree,1
M,40,31-40,9921,71704,3,16926.90,0.76,279,60.67,8,WA,Associate degree,1
M,49,41-50,8355,71695,1,17730.60,0.79,290,61.14,11,MD,Associate degree,1
F,79,Above 50,5481,71641,0,16854.10,0.78,283,59.56,2,ID,Bachelors degree,1
F,27,20-30,11084,71542,3,15814.10,0.74,269,58.79,3,OK,Associate degree,0
F,40,31-40,9305,71390,3,15962.30,0.74,271,58.90,4,RI,Associate degree,0
F,25,20-30,11019,71258,1,16262.40,0.74,271,60.01,4,IN,Bachelors degree,0
M,56,Above 50,5617,71160,1,16948.10,0.78,284,59.68,4,NE,Bachelors degree,0
M,33,31-40,81951,71092,1,16561.30,0.76,279,59.36,11,MI,Bachelors degree,1
F,45,41-50,13228,70761,2,15752.20,0.74,269,58.56,2,WY,Associate degree,0
F,38,31-40,112721,70646,2,15650.50,0.75,272,57.54,3,AK,Bachelors degree,0
M,25,20-30,10207,70588,3,15843.90,0.75,272,58.25,12,OR,Associate degree,1
M,45,41-50,8686,70478,2,15705.90,0.74,270,58.17,3,RI,Bachelors degree,0
M,37,31-40,12209,70258,2,15616.20,0.74,271,57.62,4,AK,Associate degree,0
M,45,41-50,14760,70209,1,15435.80,0.74,269,57.38,2,CA,Associate degree,1
F,22,20-30,85935,70208,1,16983.10,0.79,287,59.17,9,ID,Bachelors degree,1
M,40,31-40,81474,70124,4,16560.90,0.78,284,58.31,5,ID,Bachelors degree,0
F,29,20-30,6921,70117,2,15711.40,0.75,273,57.55,11,PA,Bachelors degree,1
M,87,Above 50,98712,69971,0,16643.10,0.76,279,59.65,5,NC,Bachelors degree,0
F,78,Above 50,6770,69845,4,15871.50,0.74,271,58.57,3,ME,Associate degree,0
M,56,Above 50,73773,69571,2,16130.00,0.75,272,59.30,3,IL,Masters degree,0
M,62,Above 50,95754,69320,2,15444.50,0.75,273,56.57,3,KY,Bachelors degree,0
M,48,41-50,8435,68881,1,15360.50,0.73,267,57.53,4,MN,Associate degree,0
F,38,31-40,11985,68810,4,16307.50,0.78,284,57.42,4,MT,Associate degree,0
M,65,Above 50,13052,68779,2,15799.00,0.75,275,57.45,4,FL,Associate degree,0
M,42,41-50,12104,68633,3,15296.00,0.73,267,57.29,10,OR,Bachelors degree,1
M,27,20-30,13543,68608,3,15333.60,0.75,272,56.37,3,KY,Associate degree,0
F,54,Above 50,92481,68429,1,16350.30,0.77,282,57.98,5,IN,Bachelors degree,0
M,66,Above 50,72924,68375,4,15309.00,0.75,272,56.28,4,KY,Bachelors degree,0
F,52,Above 50,11019,68233,2,16566.80,0.78,284,58.33,13,ND,Associate degree,1
M,61,Above 50,75889,68181,2,15403.90,0.75,273,56.42,2,AZ,Masters degree,0
M,31,31-40,14822,68122,2,15505.20,0.73,268,57.86,2,AL,Associate degree,0
M,52,Above 50,5716,67824,1,16332.40,0.77,281,58.12,1,WA,Bachelors degree,0
F,27,20-30,99259,67794,1,15213.70,0.75,273,55.73,5,PA,Masters degree,1
F,37,31-40,13493,67743,1,15470.90,0.74,271,57.09,5,NM,Associate degree,0
F,40,31-40,9812,67525,2,16646.90,0.79,287,58.00,4,DC,Associate degree,0
M,28,20-30,9069,67492,3,16223.60,0.78,283,57.33,2,MA,Associate degree,0
M,37,31-40,9190,67301,0,16327.20,0.79,287,56.89,10,OR,Bachelors degree,1
M,32,31-40,9089,67247,1,14933.80,0.73,268,55.72,11,MD,Associate degree,1
F,50,,100146,67222,1,15300.00,0.74,269,56.88,2,IA,Bachelors degree,0
M,46,41-50,90127,67174,3,15595.70,0.74,270,57.76,6,NJ,Masters degree,0
M,24,20-30,7856,67157,3,14853.60,0.74,270,55.01,11,MD,Bachelors degree,1
F,60,Above 50,7382,67043,1,14855.20,0.74,269,55.22,4,MD,Bachelors degree,0
F,80,Above 50,5020,67017,0,15063.90,0.73,267,56.42,3,IA,Bachelors degree,0
M,51,Above 50,14013,66768,2,16355.40,0.77,281,58.20,2,VT,Associate degree,0
M,79,Above 50,113008,66725,2,15481.60,0.74,271,57.13,4,NJ,Bachelors degree,0
M,48,41-50,8191,66674,2,15098.40,0.75,274,55.10,2,NE,Associate degree,0
F,30,20-30,13235,66631,3,15002.90,0.74,271,55.36,14,OR,Associate degree,1
F,50,,9510,66387,0,14666.40,0.74,270,54.32,3,ME,Bachelors degree,0
M,39,31-40,91629,66333,0,15139.20,0.74,269,56.28,7,WA,Bachelors degree,1
M,56,Above 50,5032,66275,1,14971.10,0.75,275,54.44,2,WY,Associate degree,0
F,63,Above 50,101459,65949,2,14827.60,0.73,267,55.53,3,WY,Bachelors degree,0
F,62,Above 50,106282,65895,4,15959.00,0.78,284,56.19,3,OH,Bachelors degree,0
F,44,41-50,8298,65765,2,14621.30,0.74,271,53.95,2,KY,Associate degree,0
F,52,Above 50,13488,65408,5,14676.20,0.75,273,53.76,4,RI,Bachelors degree,0
F,70,Above 50,12073,65229,2,15924.50,0.79,287,55.49,3,NY,Bachelors degree,0
F,58,Above 50,8365,65168,3,14515.20,0.73,268,54.16,2,NH,Bachelors degree,0
M,39,31-40,9049,65079,1,15275.90,0.75,274,55.75,12,ND,Bachelors degree,1
F,37,31-40,9307,65031,2,15000.80,0.75,272,55.15,2,CO,Associate degree,0
M,64,Above 50,100063,64721,1,24320.40,0.70,254,95.75,4,NV,Bachelors degree,0
F,24,20-30,80740,64703,1,23586.10,0.69,252,93.60,11,MI,Masters degree,1
M,56,Above 50,13398,64687,1,23941.70,0.69,253,94.63,2,MS,Associate degree,0
M,23,20-30,5688,64265,2,23335.50,0.69,251,92.97,3,IL,Associate degree,0
F,24,20-30,10704,64221,0,24253.20,0.73,268,90.50,10,CA,Associate degree,1
F,35,31-40,8312,64209,2,24862.60,0.74,270,92.08,4,VA,Bachelors degree,0
M,60,Above 50,10394,64030,2,24619.90,0.73,266,92.56,3,NV,Bachelors degree,0
F,36,31-40,11782,64028,2,23451.00,0.69,251,93.43,1,NC,Associate degree,0
M,52,Above 50,10736,63867,1,23003.30,0.70,254,90.56,15,PA,Bachelors degree,1
F,73,Above 50,9804,63832,2,23344.00,0.69,251,93.00,1,TN,Associate degree,0
F,47,41-50,13827,63545,0,22723.20,0.68,249,91.26,10,ID,Associate degree,1
M,44,41-50,5997,63466,3,23396.70,0.69,252,92.84,3,AR,Associate degree,0
M,81,Above 50,6312,63249,2,22553.40,0.68,249,90.58,3,GA,Associate degree,0
F,46,41-50,117278,63204,0,23852.10,0.72,264,90.35,2,PA,Bachelors degree,1
F,75,Above 50,107641,62918,1,22821.70,0.69,252,90.56,6,PA,Masters degree,1
M,38,31-40,88614,62874,2,22600.60,0.69,252,89.68,2,VT,Bachelors degree,0
F,45,41-50,93939,62809,5,24201.40,0.73,265,91.33,3,NJ,Bachelors degree,0
M,52,Above 50,72014,62702,2,22791.10,0.70,254,89.73,2,OK,Masters degree,0
M,23,20-30,91872,62673,3,24071.30,0.74,269,89.48,2,WA,Bachelors degree,0
F,40,31-40,6425,62667,5,23942.30,0.73,267,89.67,4,KS,Bachelors degree,0
M,50,,72568,62556,2,22240.60,0.69,253,87.91,3,KS,Masters degree,0
F,34,31-40,8820,62526,0,22907.60,0.69,253,90.54,11,MD,Associate degree,1
M,71,Above 50,14664,62425,4,23165.50,0.70,255,90.85,3,NE,Bachelors degree,0
M,29,20-30,101754,62405,2,23446.70,0.73,268,87.49,1,OR,Bachelors degree,1
F,63,Above 50,74505,62276,2,22451.30,0.69,252,89.09,3,UT,Masters degree,0
F,40,31-40,13197,62231,4,23578.60,0.73,267,88.31,5,SD,Associate degree,0
F,78,Above 50,10077,62112,0,22820.30,0.70,255,89.49,2,VT,Bachelors degree,0
F,29,20-30,106557,61948,1,22539.80,0.69,251,89.80,4,ID,Bachelors degree,0
F,31,31-40,8004,61893,2,22430.70,0.70,256,87.62,4,MI,Associate degree,0
F,57,Above 50,9282,61889,1,22231.30,0.68,250,88.93,2,ME,Associate degree,0
M,77,Above 50,78032,61773,3,22232.30,0.69,253,87.87,3,WA,Masters degree,0
M,36,31-40,5414,61701,2,22350.20,0.69,252,88.69,11,WA,Associate degree,1
F,65,Above 50,13774,61543,4,23082.50,0.74,269,85.81,3,AR,Associate degree,0
M,59,Above 50,103718,61153,4,22105.10,0.69,253,87.37,3,WA,Bachelors degree,0
F,25,20-30,13314,61078,1,22238.70,0.68,250,88.95,11,MD,Bachelors degree,1
F,30,20-30,7326,60982,2,22232.70,0.70,254,87.53,3,MA,Associate degree,0
F,63,Above 50,5553,60808,5,23962.40,0.73,267,89.75,4,LA,Associate degree,0
F,61,Above 50,87302,60773,5,21888.80,0.69,253,86.52,1,AZ,Bachelors degree,0
M,57,Above 50,14171,60705,2,22241.50,0.70,257,86.54,3,NM,Associate degree,0
F,21,20-30,13207,60654,0,23270.20,0.73,265,87.81,12,ND,Associate degree,1
M,52,Above 50,9722,60601,1,22381.00,0.69,253,88.46,3,CT,Bachelors degree,0
F,33,31-40,12336,60414,2,22370.20,0.72,264,84.74,3,OH,Associate degree,0
M,53,Above 50,10920,60372,1,22214.20,0.69,253,87.80,3,RI,Associate degree,0
M,22,20-30,5260,60065,1,23192.40,0.73,267,86.86,8,WA,Bachelors degree,1
M,25,20-30,8151,59970,2,22063.40,0.67,243,90.80,4,FL,Associate degree,0
M,39,31-40,13312,59651,2,21731.80,0.65,238,91.31,1,GA,Associate degree,0
F,44,41-50,10121,59447,3,21079.40,0.66,241,87.47,2,PA,Associate degree,0
F,36,31-40,9396,59292,5,24038.90,0.70,256,93.90,2,ME,Associate degree,0
M,37,31-40,13971,59236,0,21371.40,0.66,242,88.31,9,MD,Bachelors degree,1
F,38,31-40,12545,59031,2,21264.50,0.66,242,87.87,3,GA,Associate degree,0
M,30,20-30,14947,58795,0,21456.00,0.66,242,88.66,7,MD,Associate degree,1
M,22,20-30,5566,58691,1,22900.90,0.70,254,90.16,3,PA,Associate degree,0
M,52,Above 50,8638,58629,2,22012.20,0.66,242,90.96,2,WV,Associate degree,0
M,24,20-30,11992,58568,2,21648.10,0.66,241,89.83,3,SD,Bachelors degree,0
F,38,31-40,10923,58247,1,22635.60,0.69,252,89.82,2,UT,Bachelors degree,0
M,53,Above 50,14263,58098,1,21517.10,0.66,240,89.65,5,KS,Bachelors degree,0
M,39,31-40,9437,57804,4,21318.00,0.65,238,89.57,6,ID,Associate degree,1
F,67,Above 50,8860,57649,0,20947.00,0.67,243,86.20,2,ID,Associate degree,0
M,58,Above 50,8274,57642,0,21032.70,0.66,242,86.91,4,MA,Associate degree,0
